# aip_tip_1482151194.out
#
# Format: <prover> <axiom type> <tip file> <status> <computation time in seconds>
#
# The status column indicates whether a proof was found:
# Success indicates a proof was found.
# Failure indicates that the problem (with induction axioms) does not admit a proof.
# Error indicates abnormal termination.
#
# The TIP problems which are not listed below either terminated abnormally or
# reached the timeout (600 s).

escargot sequential ./../benchmarks/benchmarks/tip2015/nat_le_ne_lt.smt2 success 2.52
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_NStoogeSortPermutes.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_BubSortPermutes.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_Reverse.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_NStoogeSortSorts.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_lt_irreflexive.smt2 success 1.08
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_max_idem.smt2 success 0.99
escargot sequential ./../benchmarks/benchmarks/tip2015/weird_nat_add3_comm12.smt2 success 6.00
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_RecNil.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_MSortBU2Sorts.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/polyrec_seq_index.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/fermat_last.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_StoogeSort2IsSort.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_StoogeSortCount.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/subst_SubstFreeNo.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_RecAtom.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/list_concat_map_bind.smt2 success 1.81
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_Deeps.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/propositional_AndImplication.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/list_PairEvens.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_MSortBU2Permutes.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_MSortTDIsSort.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/list_PairOdds.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_Star.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_NStoogeSortIsSort.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/subst_SubstFreeYes.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/weird_nat_add3_assoc1.smt2 success 90.72
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_PlusIdempotent.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/propositional_Sound.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_lt_asymmetric.smt2 success 1.90
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_boring_min_comm.smt2 success 1.64
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_MSortBU2IsSort.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/list_Interleave.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_PlusAssociative.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_NStoogeSort2IsSort.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_PlusCommutative.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_le_antisym.smt2 success 3.28
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_max_comm.smt2 success 1.51
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_boring_min_assoc.smt2 success 3.81
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_MSortTDCount.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_NStoogeSort2Count.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_BubSortIsSort.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/list_append_inj_2.smt2 success 1.68
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_BubSortSorts.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_NStoogeSort2Sorts.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/bin_plus_comm.smt2 success 25.10
escargot sequential ./../benchmarks/benchmarks/tip2015/mccarthy91_M2.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/tree_Flatten3.smt2 failure 1.34
escargot sequential ./../benchmarks/benchmarks/tip2015/weird_nat_add3_comm13.smt2 success 234.51
escargot sequential ./../benchmarks/benchmarks/tip2015/regexp_SeqAssociative.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_boring_max_min_abs.smt2 success 1.58
escargot sequential ./../benchmarks/benchmarks/tip2015/propositional_AndIdempotent.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/weird_nat_add3_rrot.smt2 success 81.79
escargot sequential ./../benchmarks/benchmarks/tip2015/weird_nat_add3_comm23.smt2 success 3.47
escargot sequential ./../benchmarks/benchmarks/tip2015/nat_boring_gt_irreflexive.smt2 success 1.14
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_StoogeSortPermutes.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_StoogeSortSorts.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/tip2015/sort_NStoogeSort2Permutes.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/grammars/simp_expr_unambig4.smt2 error -1
escargot sequential ./../benchmarks/benchmarks/prod/prop_13.smt2 failure 1.00
escargot sequential ./../benchmarks/benchmarks/prod/prop_41.smt2 success 3.54
escargot sequential ./../benchmarks/benchmarks/prod/prop_39.smt2 success 3.85
escargot sequential ./../benchmarks/benchmarks/prod/prop_15.smt2 failure 0.96
escargot sequential ./../benchmarks/benchmarks/prod/prop_37.smt2 success 4.60
escargot sequential ./../benchmarks/benchmarks/prod/prop_02.smt2 success 2.62
escargot sequential ./../benchmarks/benchmarks/prod/prop_40.smt2 success 2.43
escargot sequential ./../benchmarks/benchmarks/prod/prop_32.smt2 failure 1.67
escargot sequential ./../benchmarks/benchmarks/prod/prop_43.smt2 success 90.66
escargot sequential ./../benchmarks/benchmarks/prod/prop_36.smt2 success 12.81
escargot sequential ./../benchmarks/benchmarks/prod/prop_38.smt2 success 6.88
escargot sequential ./../benchmarks/benchmarks/prod/prop_03.smt2 success 2.45
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_13.smt2 success 0.95
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_44.smt2 success 1.67
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_12.smt2 success 4.07
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_55.smt2 success 4.26
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_22.smt2 success 4.07
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_62.smt2 success 1.68
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_79.smt2 success 2.13
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_35.smt2 success 1.23
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_21.smt2 success 1.51
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_39.smt2 success 2.98
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_04.smt2 success 2.99
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_28.smt2 success 7.81
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_27.smt2 success 4.71
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_14.smt2 success 1.59
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_19.smt2 success 1.79
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_06.smt2 success 1.28
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_70.smt2 success 1.57
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_37.smt2 success 6.34
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_31.smt2 success 2.63
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_11.smt2 success 0.87
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_76.smt2 success 8.76
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_02.smt2 success 281.53
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_07.smt2 success 1.54
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_46.smt2 success 0.78
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_40.smt2 success 0.68
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_26.smt2 success 10.69
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_33.smt2 success 3.90
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_09.smt2 success 2.08
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_32.smt2 success 1.69
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_43.smt2 success 1.89
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_10.smt2 success 1.03
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_36.smt2 success 1.25
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_34.smt2 success 4.25
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_08.smt2 success 1.30
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_82.smt2 success 43.46
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_45.smt2 success 1.05
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_80.smt2 success 35.37
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_42.smt2 success 0.99
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_05.smt2 success 4.78
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_17.smt2 success 1.53
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_18.smt2 success 1.27
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_16.smt2 success 1.02
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_56.smt2 success 8.03
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_23.smt2 success 1.62
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_25.smt2 success 3.98
escargot sequential ./../benchmarks/benchmarks/isaplanner/prop_01.smt2 success 3.09
escargot independent ./../benchmarks/benchmarks/tip2015/propositional_AndCommutative.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_BSortIsSort.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/list_z_elem.smt2 success 0.57
escargot independent ./../benchmarks/benchmarks/tip2015/list_elem.smt2 success 0.52
escargot independent ./../benchmarks/benchmarks/tip2015/list_elem_map.smt2 success 0.56
escargot independent ./../benchmarks/benchmarks/tip2015/sort_MSortTDPermutes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/heap_minimum.smt2 success 3.45
escargot independent ./../benchmarks/benchmarks/tip2015/sort_MSortBU2Count.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/nat_boring_min_idem.smt2 success 1.67
escargot independent ./../benchmarks/benchmarks/tip2015/list_return_2.smt2 success 1.34
escargot independent ./../benchmarks/benchmarks/tip2015/sort_StoogeSort2Permutes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_StoogeSort2Sorts.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_RecPlus.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/list_return_1.smt2 failure 1.05
escargot independent ./../benchmarks/benchmarks/tip2015/nat_eq_refl.smt2 success 1.16
escargot independent ./../benchmarks/benchmarks/tip2015/list_z_elem_map.smt2 success 0.63
escargot independent ./../benchmarks/benchmarks/tip2015/int_add_ident_left.smt2 success 1.89
escargot independent ./../benchmarks/benchmarks/tip2015/sort_StoogeSort2Count.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_RecEps.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/mccarthy91_M1.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_MSortTDSorts.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_RecStar.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_StoogeSortIsSort.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/nat_boring_ge_reflexive.smt2 success 1.08
escargot independent ./../benchmarks/benchmarks/tip2015/nat_le_reflexive.smt2 success 1.21
escargot independent ./../benchmarks/benchmarks/tip2015/sort_NStoogeSortCount.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/weird_nat_add3_spec.smt2 success 2.04
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_SeqDistrPlus.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/tree_Flatten2.smt2 failure 1.37
escargot independent ./../benchmarks/benchmarks/tip2015/sort_BubSortCount.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_BSortSorts.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_BSortPermutes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/propositional_Okay.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_RecSeq.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_BSortCount.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/nat_pow_one.smt2 success 1.05
escargot independent ./../benchmarks/benchmarks/tip2015/sort_NStoogeSortPermutes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_BubSortPermutes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_Reverse.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_NStoogeSortSorts.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/nat_lt_irreflexive.smt2 success 1.12
escargot independent ./../benchmarks/benchmarks/tip2015/nat_max_idem.smt2 success 1.36
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_RecNil.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_MSortBU2Sorts.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/polyrec_seq_index.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/fermat_last.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_StoogeSort2IsSort.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_StoogeSortCount.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/subst_SubstFreeNo.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_RecAtom.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/list_concat_map_bind.smt2 success 2.43
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_Deeps.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/propositional_AndImplication.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/list_PairEvens.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_MSortBU2Permutes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_MSortTDIsSort.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/list_PairOdds.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_Star.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_NStoogeSortIsSort.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/subst_SubstFreeYes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/weird_nat_add3_assoc1.smt2 success 3.39
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_PlusIdempotent.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/propositional_Sound.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_MSortBU2IsSort.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/list_Interleave.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_PlusAssociative.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_NStoogeSort2IsSort.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_PlusCommutative.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_MSortTDCount.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_NStoogeSort2Count.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_BubSortIsSort.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/list_append_inj_2.smt2 success 2.78
escargot independent ./../benchmarks/benchmarks/tip2015/sort_BubSortSorts.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_NStoogeSort2Sorts.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/mccarthy91_M2.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/tree_Flatten3.smt2 failure 1.28
escargot independent ./../benchmarks/benchmarks/tip2015/regexp_SeqAssociative.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/propositional_AndIdempotent.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/nat_boring_gt_irreflexive.smt2 success 1.07
escargot independent ./../benchmarks/benchmarks/tip2015/sort_StoogeSortPermutes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_StoogeSortSorts.smt2 error -1
escargot independent ./../benchmarks/benchmarks/tip2015/sort_NStoogeSort2Permutes.smt2 error -1
escargot independent ./../benchmarks/benchmarks/grammars/simp_expr_unambig4.smt2 error -1
escargot independent ./../benchmarks/benchmarks/prod/prop_13.smt2 failure 1.05
escargot independent ./../benchmarks/benchmarks/prod/prop_41.smt2 success 9.35
escargot independent ./../benchmarks/benchmarks/prod/prop_15.smt2 failure 0.99
escargot independent ./../benchmarks/benchmarks/prod/prop_37.smt2 success 9.18
escargot independent ./../benchmarks/benchmarks/prod/prop_40.smt2 success 3.39
escargot independent ./../benchmarks/benchmarks/prod/prop_32.smt2 failure 1.30
escargot independent ./../benchmarks/benchmarks/prod/prop_43.smt2 success 198.03
escargot independent ./../benchmarks/benchmarks/prod/prop_36.smt2 success 421.85
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_13.smt2 success 0.86
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_44.smt2 success 1.44
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_62.smt2 success 1.52
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_35.smt2 success 1.20
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_21.smt2 success 1.25
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_39.smt2 success 3.06
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_04.smt2 success 3.56
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_28.smt2 success 4.78
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_27.smt2 success 8.45
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_14.smt2 success 4.95
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_06.smt2 success 1.26
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_37.smt2 success 5.92
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_11.smt2 success 0.78
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_07.smt2 success 1.40
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_46.smt2 success 0.79
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_29.smt2 success 239.00
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_40.smt2 success 0.72
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_26.smt2 success 381.34
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_43.smt2 success 2.23
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_10.smt2 success 1.22
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_36.smt2 success 1.31
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_08.smt2 success 1.66
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_45.smt2 success 0.90
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_42.smt2 success 0.92
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_17.smt2 success 1.49
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_18.smt2 success 1.36
escargot independent ./../benchmarks/benchmarks/isaplanner/prop_16.smt2 success 1.01
